Title,Skills,Experience,Education
Руководитель продукта «Оптимизатор и арбитрация» (Data Science),"Английский язык, Big Data, Data Analysis, Анализ данных, Data Science, Математический анализ, Математическая статистика, Математическое моделирование, Python, SQL, Agile, Управление проектами",От 3 до 6 лет,Not specified
BI-аналитик / Аналитик данных (Data аналитик),,От 1 года до 3 лет,Not specified
"Руководитель группы Data Science, Ozon Travel","IT, Торговая площадка",От 3 до 6 лет,Not specified
"Лидер команды (ML, DS)",,От 1 года до 3 лет,Not specified
Senior Product Analyst,"MS SQL, Python, Clickhouse, Событийная аналитика",От 3 до 6 лет,Not specified
Портфельный риск-аналитик (в команду Автокредитования),,От 1 года до 3 лет,Not specified
Стажер-аналитик (Электронная коммерция и партнерства),"MS Office, Подготовка презентаций, Деловые коммуникации, Английский язык, Анализ рынка",Нет опыта,Not specified
Ведущий системный аналитик,"BPMN, UML, Бизнес-анализ, Анализ требований, Ведение переговоров",От 3 до 6 лет,Not specified
Специалист по модификации и сопровождению (SAP),"Clickhouse, Greenplum, SAP BW",От 3 до 6 лет,Not specified
Middle Product Analyst (команда CoPilot),,От 1 года до 3 лет,Not specified
Инженер по качеству данных,"SQL, Python, Apache Airflow, Atlassian Jira, Atlassian Confluence, Clickhouse",От 1 года до 3 лет,Not specified
Senior Big Data Engineer (Data Management Platform),"Big Data, Apache Spark, Apache Airflow, Python, Scala, Java, Hadoop",От 3 до 6 лет,Not specified
Data Quality Engineer,"Power BI, Английский язык, MS Excel, SQL, CRM, Python",От 3 до 6 лет,Not specified
Data Engineer,"Apache Kafka, Apache Spark, Apache Hadoop, Java, Scala, Python, AWS, Google Cloud, Azure, Big Data",От 3 до 6 лет,Not specified
PPC / UA Manager,,От 3 до 6 лет,Not specified
Account manager,"Trade Marketing, E-Commerce, Размещение POS материалов, Digital Marketing, Account Management, Федеральные маркетинговые кампании, Анализ эффективности маркетинговых кампаний, MS PowerPoint, Инфлюенс-маркетинг, Запуск маркетинговых кампаний",От 3 до 6 лет,Not specified
Data scientist,,От 3 до 6 лет,Not specified
Маркетолог-аналитик,"Маркетинговые исследования, Прогнозирование, Маркетинговые коммуникации, Маркетинговое планирование, Аналитические исследования, Анализ данных",От 1 года до 3 лет,Not specified
Девопс Big Data,,От 1 года до 3 лет,Not specified
Product Analyst в Wildberries,"Python, SQL",От 3 до 6 лет,Not specified
Аналитик Senior/ Team lead,"RFM-анализ, MS Excel, MS SQL, Python, Power BI, А/В-тестирования, Скорринг, ML, Data Science, API, Tableau, Matplotlib, ROC-AUC, F1-score, Hadoop, Spark, Dask, AWS, GCP, Azure, Docker, Flask, MLflow, Kaggle, PostgreSQL, MongoDB, Power Pivot, SQL, Machine Learning",От 3 до 6 лет,Not specified
"Ведущий разработчик Python, ML платформа","Python, Kubernetes, Docker, MLflow, Разработка поисковых технологий, IT, Алгоритмы и структуры данных",От 3 до 6 лет,Not specified
Архитектор DWH/Архитектор данных,,Более 6 лет,Not specified
Руководитель направления аналитики данных для процессингового центра,,От 3 до 6 лет,Not specified
Data Engineer,"Python, SQL, ETL, DWH",От 3 до 6 лет,Not specified
"Старший специалист МО (ML Engineer / Data Scientist, видеоаналитика, CV)","Компьютерное зрение, Видеоаналитика, Python, Computer Vision",От 3 до 6 лет,Not specified
Разработчик Oracle Hyperion Planning,,От 3 до 6 лет,Not specified
Аналитик на разработку систем анализа больших данных,,От 1 года до 3 лет,Not specified
Руководитель по Инициативам Цифровой Трансформации в Андеррайтинге (продажи решений для страховых),,От 3 до 6 лет,Not specified
Data Analyst,,От 3 до 6 лет,Not specified
Analytics Team Lead \ Deputy CAO,"SQL, PostgreSQL, Английский язык, Power BI, Communication skills, Management Skills, Analytical skills, Data Analysis, Код-ревью",От 3 до 6 лет,Not specified
Data Engineer/Data аналитик,"SQL, Python, Hadoop, Apache Hive, Spark, Java",От 3 до 6 лет,Not specified
Senior Data Analyst,,От 1 года до 3 лет,Not specified
Консультант по жилой недвижимости (стратегический консалтинг),,От 1 года до 3 лет,Not specified
Бизнес-аналитик (Luxms BI),"Анализ бизнес-процессов, SQL, Power BI, PostgreSQL, LuxMs, YoutTrack, Atlassian Confluence, Python, BPMN, Анализ модели данных, Управленческая отчетность, Ведение проектов",От 3 до 6 лет,Not specified
Data Analyst Collection,,От 3 до 6 лет,Not specified
Менеджер проектов Big Data и Data Science,,От 3 до 6 лет,Not specified
Аккаунт-директор в IT-компанию,"Agile, PMI, MSOA",От 3 до 6 лет,Not specified
Руководитель проектов (Генеративный ИИ),"Организаторские навыки, DevOps, SQL, Жизненный цикл проекта, Agile, Scrum, Kanban",Более 6 лет,Not specified
Data Engineer [Middle],,От 1 года до 3 лет,Not specified
"Middle+/Senior Devops engineer в продукт MWS Data Lakehouse [Big Data, МТС Веб Сервисы]","SQL, Python, pandas, Ansible, Kubernetes, DevOps, CI/CD, GitLab CI, Terraform, Docker",От 3 до 6 лет,Not specified
Senior System Analyst DWH,"SQL, DWH, ORACLE, Vertica, Power BI, SAP Business Objects, Базы данных",От 3 до 6 лет,Not specified
Business system analyst,"Financial Analysis, Reporting, SAP, Business English, Французский язык, MS Excel",Более 6 лет,Not specified
Data engineer (Middle+/Senior),"Big Data, Apache Kafka, Kubernetes, Docker, Apache Spark, Python, OLAP",От 3 до 6 лет,Not specified
Менеджер отдела продаж сервисов Big Data,"Прямые продажи, Ведение переговоров, Проведение презентаций, Big Data, Аналитика продаж, Развитие продаж, B2B Продажи, Лидерство",От 3 до 6 лет,Not specified
Менеджер по маркетинговым коммуникациям / PR-менеджер,"Big Data, Подготовка презентаций, Создание презентационных материалов о компании, Анализ конкурентной среды, конкурентный анализ, Креативность, Формирование продуктовой линейки, Проведение презентаций, Английский язык, Работа в условиях многозадачности, Маркетинговые коммуникации, Digital Marketing, Маркетинговые стратегии, Маркетинговый анализ, Навыки презентации, Продвижение бренда, Развитие бренда, Анализ рынка",От 1 года до 3 лет,Not specified
Senior Payroll Accountant (Cyprus),,Более 6 лет,Not specified
Team Lead (Домен ИИ модельные сервисы),,От 3 до 6 лет,Not specified
System Analyst / Системный аналитик,"SQL, UML, PlantUML, XML, JSON, REST API, Apache Kafka",От 3 до 6 лет,Not specified
Системный аналитик (HR tech),,Более 6 лет,Not specified
Senior системный аналитик DWH,"SQL, Системный анализ, DWH, Визуализация данных, Разработка пользовательской документации, Микросервисная архитектура, SOA, Big Data, ESB, Постановка задач разработчикам, Системная интеграция, Разработка бизнес-требований, Документирование бизнес-требований, Разработка функциональных требований, Анализ требований, Atlassian Confluence, Atlassian Jira, ORACLE, user guide",От 3 до 6 лет,Not specified
Data Scientist (Senior),"Python, SQL, NLP, Computer Vision, pandas, TensorFlow, Scikit-learn, PyTorch",От 3 до 6 лет,Not specified
Менеджер проекта/руководитель проекта в сфере антифрод,,От 3 до 6 лет,Not specified
Senior Digital-маркетолог / Веб-аналитик,,От 3 до 6 лет,Not specified
AI/ML Engineer / AI/ML Инженер / AI/ML Разработчик,,От 3 до 6 лет,Not specified
"Старший системный аналитик (SCADA, Qgis)","SCADA, QGIS, UML, ATL, API, Промышленная автоматизация",От 3 до 6 лет,Not specified
